codigo_ocorrencia2,aeronave_matricula,aeronave_operador_categoria,aeronave_tipo_veiculo,aeronave_fabricante,aeronave_modelo,aeronave_tipo_icao,aeronave_motor_tipo,aeronave_motor_quantidade,aeronave_pmd,aeronave_pmd_categoria,aeronave_assentos,aeronave_ano_fabricacao,aeronave_registro_categoria,aeronave_registro_segmento,aeronave_voo_origem,aeronave_voo_destino,aeronave_fase_operacao,aeronave_tipo_operacao,aeronave_nivel_dano,aeronave_fatalidades_total
1723,52553,PTJTN,,AVIÃO,BEECH AIRCRAFT,95-B55,BE55,PISTÃO,BIMOTOR,2310,2310,6.0,1974.0,AVIÃO,PARTICULAR,PORTO DE MOZ,CHÁCARA MARINGÁ,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,0
1724,52554,PRJGV,,AVIÃO,BEECH AIRCRAFT,58,BE58,PISTÃO,BIMOTOR,2494,2494,6.0,1999.0,AVIÃO,PARTICULAR,MARECHAL RONDON,PRIMAVERA DO LESTE,DECOLAGEM,PRIVADA,SUBSTANCIAL,0
1725,52571,PRHXH,PARTICULAR,HELICÓPTERO,ROBINSON HELICOPTER,R66,R66,TURBOEIXO,MONOMOTOR,1225,1225,5.0,2012.0,HELICÓPTERO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,PRIVADA,LEVE,0
1726,52572,PTMXD,REGULAR,AVIÃO,AIRBUS INDUSTRIE,A321-231,A321,JATO,BIMOTOR,89000,89000,232.0,2009.0,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,REGULAR,SUBSTANCIAL,0
1727,52591,PTSAF,PARTICULAR,AVIÃO,LEARJET,45,LJ45,JATO,BIMOTOR,9752,9752,11.0,2010.0,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,INDETERMINADA,PRIVADA,LEVE,0
1728,52592,PRAYL,REGULAR,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,52290,125.0,2010.0,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,REGULAR,NENHUM,0
1729,52594,PUVSM,EXPERIMENTAL,ULTRALEVE,MAURICIO WIECHMANN CATAI,DYNAMIC WT-9,ULAC,PISTÃO,MONOMOTOR,560,560,2.0,2011.0,ULTRALEVE,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,EXPERIMENTAL,NENHUM,0
1730,52595,PTRFZ,TÁXI AÉREO,AVIÃO,EMBRAER,EMB-810C,PA34,PISTÃO,BIMOTOR,2073,2073,6.0,1979.0,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,TÁXI AÉREO,NENHUM,0
1731,52596,PRGOR,,AVIÃO,BOEING COMPANY,737-76N,B737,JATO,BIMOTOR,61461,61461,153.0,2002.0,AVIÃO,REGULAR,TENENTE-CORONEL AVIADOR CÉSAR BOMBONATO,TANCREDO NEVES,DESCIDA,REGULAR,NENHUM,0
1732,52597,PPDLA,PARTICULAR,AVIÃO,PIAGGIO AERO INDUSTRIES,P.180,P180,TURBOÉLICE,BIMOTOR,5489,5489,10.0,2012.0,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,PRIVADA,LEVE,0
1733,52598,PTWJC,PARTICULAR,AVIÃO,BEECH AIRCRAFT,A36,BE36,PISTÃO,MONOMOTOR,1655,1655,6.0,1996.0,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,PRIVADA,NENHUM,0
1734,52599,PRGBI,TÁXI AÉREO,AVIÃO,BEECH AIRCRAFT,200,BE20,TURBOÉLICE,BIMOTOR,5670,5670,10.0,1978.0,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,TÁXI AÉREO,NENHUM,0
1735,52600,PRISK,INSTRUÇÃO,AVIÃO,CESSNA AIRCRAFT,152,C152,PISTÃO,MONOMOTOR,757,757,2.0,1981.0,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,INSTRUÇÃO,NENHUM,0
1736,52611,PPCIE,PARTICULAR,AVIÃO,CIRRUS DESIGN,SR20,SR20,PISTÃO,MONOMOTOR,1315,1315,4.0,2000.0,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,PRIVADA,LEVE,0
1737,52613,PRMHI,REGULAR,AVIÃO,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,77000,77000,184.0,2007.0,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,INDETERMINADA,REGULAR,LEVE,0
1738,52614,PRATR,REGULAR,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,23000,23000,75.0,2011.0,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,REGULAR,NENHUM,0
1739,52614,PRTOR,PARTICULAR,AVIÃO,BEECH AIRCRAFT,A36,BE36,PISTÃO,MONOMOTOR,1633,1633,6.0,1979.0,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CIRCUITO DE TRÁFEGO,PRIVADA,NENHUM,0
1740,52615,PRMJX,ADMINISTRAÇÃO DIRETA,HELICÓPTERO,HELIBRAS,AS 350 B2,AS50,TURBOEIXO,MONOMOTOR,2250,2250,6.0,2007.0,HELICÓPTERO,ADMINISTRAÇÃO DIRETA,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,POLICIAL,NENHUM,0
1741,52617,PRLAZ,PARTICULAR,AVIÃO,CIRRUS DESIGN,SR22,SR22,PISTÃO,MONOMOTOR,1542,1542,4.0,2005.0,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,PRIVADA,LEVE,0
1742,52618,PPBCC,PARTICULAR,AVIÃO,DIAMOND AIRCRAFT,DA 42 NG,DA42,PISTÃO,BIMOTOR,1900,1900,4.0,2010.0,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,PRIVADA,LEVE,0
1743,52620,PTNOP,TÁXI AÉREO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711C,P28R,PISTÃO,MONOMOTOR,1202,1202,4.0,1977.0,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,TÁXI AÉREO,NENHUM,0
1744,52621,PRBBP,PARTICULAR,AVIÃO,AERO COMMANDER,680,,PISTÃO,BIMOTOR,13744,13744,0.0,,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,INDETERMINADA,PRIVADA,LEVE,0
1745,52622,PRDFL,PARTICULAR,AVIÃO,RAYTHEON AIRCRAFT,C90A,BE9L,TURBOÉLICE,BIMOTOR,4581,4581,8.0,1998.0,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,PRIVADA,LEVE,0
1746,52623,PTRXQ,PARTICULAR,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PA34,PISTÃO,BIMOTOR,2155,2155,7.0,1985.0,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,PRIVADA,NENHUM,0
1747,52624,PRATW,REGULAR,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,23000,23000,75.0,2012.0,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,REGULAR,NENHUM,0
1748,52631,PPGVN,,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,56-C,PAUL,PISTÃO,MONOMOTOR,660,660,2.0,1961.0,AVIÃO,INSTRUÇÃO,SÍLVIO NAME JÚNIOR,AEROCLUBE DE ITÁPOLIS,PARTIDA DO MOTOR,INSTRUÇÃO,NENHUM,0
1749,52632,PTKMS,,AVIÃO,CESSNA AIRCRAFT,182P,C182,PISTÃO,MONOMOTOR,1338,1338,4.0,1975.0,AVIÃO,PARTICULAR,MANUEL URBANO,FORA DE AERODROMO,CRUZEIRO,PRIVADA,SUBSTANCIAL,0
1750,52633,PTUEQ,,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,1989.0,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,0
1751,52634,PTUFV,,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,1990.0,AVIÃO,AGRÍCOLA,PISTA DE POUSO EVENTUAL,PISTA DE POUSO EVENTUAL,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,0
1752,52635,PRNAR,,AVIÃO,CESSNA AIRCRAFT,172N,C172,PISTÃO,MONOMOTOR,1043,1043,0.0,1977.0,AVIÃO,INSTRUÇÃO,CARLOS PRATES,CARLOS PRATES,MANOBRA,INSTRUÇÃO,SUBSTANCIAL,0
1753,52636,PPHSY,,AVIÃO,AERO BOERO,AB-180,AB18,PISTÃO,MONOMOTOR,844,844,2.0,1987.0,AVIÃO,INSTRUÇÃO,TATUÍ,TATUÍ,POUSO,INSTRUÇÃO,SUBSTANCIAL,0
1754,52637,PRPEX,,AVIÃO,CESSNA AIRCRAFT,182A,,PISTÃO,MONOMOTOR,1202,1202,0.0,1957.0,AVIÃO,PARTICULAR,CENTRO NACIONAL DE PÁRA-QUEDISMO,CENTRO NACIONAL DE PÁRA-QUEDISMO,APROXIMAÇÃO FINAL,PRIVADA,SUBSTANCIAL,0
1755,52638,PTLNA,,HELICÓPTERO,ROBINSON HELICOPTER,R22 BETA,R22,PISTÃO,MONOMOTOR,621,621,2.0,2008.0,HELICÓPTERO,PARTICULAR,CARLOS PRATES,BRIGADEIRO CABRAL,CRUZEIRO,PRIVADA,SUBSTANCIAL,0
1756,52639,PTEVN,,AVIÃO,EMBRAER,EMB-810C,PA34,PISTÃO,BIMOTOR,2073,2073,6.0,1979.0,AVIÃO,PARTICULAR,SANTA ROSA DO PURUS,MANUEL URBANO,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,0
1757,52640,PTWFO,,AVIÃO,BEECH AIRCRAFT,58,BE58,PISTÃO,BIMOTOR,2449,2449,6.0,1980.0,AVIÃO,ADMINISTRAÇÃO DIRETA,CAMPO GRANDE,CAMPO GRANDE,POUSO,POLICIAL,SUBSTANCIAL,0
1758,52651,PPFFR,,AVIÃO,CESSNA AIRCRAFT,U206G,C206,PISTÃO,MONOMOTOR,1633,1633,6.0,1979.0,AVIÃO,ADMINISTRAÇÃO DIRETA,FORA DE AERODROMO,ATLAS BRASIL CANTANHEDE,CRUZEIRO,NÃO REGULAR,NENHUM,0
1759,52652,PPJRL,,HELICÓPTERO,ROBINSON HELICOPTER,R22 BETA,R22,PISTÃO,MONOMOTOR,621,621,2.0,2012.0,HELICÓPTERO,INSTRUÇÃO,PIRAQUARA,PIRAQUARA,MANOBRA,INSTRUÇÃO,SUBSTANCIAL,0
1760,52653,PTKIL,,AVIÃO,BEECH AIRCRAFT,95-B55,BE55,PISTÃO,BIMOTOR,2268,2268,6.0,1974.0,AVIÃO,PARTICULAR,TEFÉ,FLORES,POUSO,PRIVADA,SUBSTANCIAL,0
1761,52654,PRYKS,,AVIÃO,CESSNA AIRCRAFT,182K,C182,PISTÃO,MONOMOTOR,1270,1270,5.0,1967.0,AVIÃO,PARTICULAR,COROA DO AVIÃO,COROA DO AVIÃO,DECOLAGEM,PRIVADA,SUBSTANCIAL,0
1762,52671,PRWIZ,,AVIÃO,PIPER AIRCRAFT,PA-25-235,PA25,PISTÃO,MONOMOTOR,1315,1315,1.0,1976.0,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,ESPECIALIZADA,AGRÍCOLA,DESTRUÍDA,1
1763,52672,PUXAC,EXPERIMENTAL,ULTRALEVE,,AC-16,ULAC,PISTÃO,MONOMOTOR,520,520,2.0,2006.0,ULTRALEVE,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,CIRCUITO DE TRÁFEGO,EXPERIMENTAL,DESTRUÍDA,0
1764,52673,PUJAM,EXPERIMENTAL,ULTRALEVE,,,ULAC,,SEM TRAÇÃO,0,0,0.0,,ULTRALEVE,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,INDETERMINADA,EXPERIMENTAL,DESTRUÍDA,2
1765,52674,PTXXX4,,AVIÃO,ROCKWELL,685,,TURBOÉLICE,BIMOTOR,3890,3890,,,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,PRIVADA,SUBSTANCIAL,0
1766,52675,PPGYB,,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,56-B,PAUL,PISTÃO,MONOMOTOR,660,660,2.0,1963.0,AVIÃO,INSTRUÇÃO,ESTADUAL ARTHUR SIQUEIRA,ESTADUAL ARTHUR SIQUEIRA,TÁXI,INSTRUÇÃO,SUBSTANCIAL,0
1767,52676,PTNOD,,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-710C,P28B,PISTÃO,MONOMOTOR,1361,1361,4.0,1977.0,AVIÃO,PARTICULAR,OURILÂNDIA DO NORTE,FORA DE AERODROMO,CRUZEIRO,PRIVADA,SUBSTANCIAL,0
1768,52691,PUCMR,EXPERIMENTAL,ULTRALEVE,CARLOS GILBERTO FRAGA MARQUES,G FLY,ULAC,PISTÃO,MONOMOTOR,600,600,2.0,2012.0,ULTRALEVE,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,EXPERIMENTAL,NENHUM,0
1769,52692,PPGBC,,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,770,2.0,1991.0,AVIÃO,INSTRUÇÃO,SÍLVIO NAME JÚNIOR,SÍLVIO NAME JÚNIOR,POUSO,INSTRUÇÃO,LEVE,0
1770,52693,PPGAF,,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,770,3.0,1990.0,AVIÃO,INSTRUÇÃO,BELÉM NOVO,CENTENO,VOO A BAIXA ALTURA,INSTRUÇÃO,SUBSTANCIAL,0
1771,52694,PRRQL,,AVIÃO,CESSNA AIRCRAFT,152,C152,PISTÃO,MONOMOTOR,757,757,2.0,1979.0,AVIÃO,INSTRUÇÃO,ESTADUAL ARTHUR SIQUEIRA,ESTADUAL ARTHUR SIQUEIRA,DECOLAGEM,INSTRUÇÃO,NENHUM,0
1772,52695,PTSUN,,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PA34,PISTÃO,BIMOTOR,2155,2155,6.0,1996.0,AVIÃO,PARTICULAR,CARATINGA,CARLOS DRUMMOND DE ANDRADE / PAMPULHA,POUSO,PRIVADA,LEVE,0
1773,52696,PTAEW,,AVIÃO,CESSNA AIRCRAFT,170A,C170,PISTÃO,MONOMOTOR,998,998,4.0,1950.0,AVIÃO,PARTICULAR,ATIBAIA,ESTADUAL ARTHUR SIQUEIRA,DECOLAGEM,PRIVADA,SUBSTANCIAL,0
1774,52697,PRSES,,HELICÓPTERO,AGUSTA,AW139,A139,TURBOEIXO,BIMOTOR,6800,6800,14.0,2009.0,HELICÓPTERO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,TÁXI AÉREO,LEVE,0
1775,52698,PPGPM,,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,770,2.0,1993.0,AVIÃO,INSTRUÇÃO,CORREIA PINTO,COMANDANTE ANTONIO AMILTON BERALDO,SUBIDA,INSTRUÇÃO,NENHUM,0
1776,52699,PPEMO,,AVIÃO,EMBRAER,EMB-505,E55P,JATO,BIMOTOR,8150,8150,8.0,2013.0,AVIÃO,PARTICULAR,PRESIDENTE JUSCELINO KUBITSCHEK,PINTO MARTINS,SUBIDA,PRIVADA,NENHUM,0
1777,52700,PRGTV,REGULAR,AVIÃO,BOEING COMPANY,737-8EH,B738,TURBOEIXO,BIMOTOR,70533,70533,187.0,2007.0,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,REGULAR,LEVE,0
1778,52713,PREYJ,INSTRUÇÃO,AVIÃO,CESSNA AIRCRAFT,172S,C172,PISTÃO,MONOMOTOR,1157,1157,4.0,2007.0,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,INSTRUÇÃO,NENHUM,0
1779,52714,PTTJS,TÁXI AÉREO,AVIÃO,CESSNA AIRCRAFT,525B,C25B,JATO,BIMOTOR,6291,6291,10.0,2007.0,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,TÁXI AÉREO,NENHUM,0
1780,52715,PPNBZ,ADMINISTRAÇÃO DIRETA,AVIÃO,AIR TRACTOR,AT-802,AT8T,TURBOÉLICE,MONOMOTOR,7258,7258,2.0,2011.0,AVIÃO,ADMINISTRAÇÃO DIRETA,FORA DE AERODROMO,FORA DE AERODROMO,ESPECIALIZADA,POLICIAL,NENHUM,0
1781,52716,PTNEQ,INSTRUÇÃO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711C,P28R,PISTÃO,MONOMOTOR,1202,1202,4.0,1976.0,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,INSTRUÇÃO,NENHUM,0
1782,52717,PTVJC,INSTRUÇÃO,AVIÃO,EMBRAER,EMB-810D,PA34,PISTÃO,BIMOTOR,2047,2047,6.0,1988.0,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,INSTRUÇÃO,NENHUM,0
1783,52718,PRBPM,ADMINISTRAÇÃO DIRETA,AVIÃO,AEROMOT,AMT-200SO,RF10,PISTÃO,MONOMOTOR,1050,1050,2.0,2007.0,AVIÃO,ADMINISTRAÇÃO DIRETA,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,NÃO REGULAR,LEVE,0
1784,52719,PTVEQ,INSTRUÇÃO,AVIÃO,EMBRAER,EMB-810D,PA34,PISTÃO,BIMOTOR,2155,2155,6.0,1987.0,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,INSTRUÇÃO,LEVE,0
1785,52720,PPDMP,PARTICULAR,HELICÓPTERO,HELIBRAS,AS 350 B3,AS50,TURBOEIXO,MONOMOTOR,2250,2250,6.0,2013.0,HELICÓPTERO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,PRIVADA,LEVE,0
1786,52721,PRSNC,TÁXI AÉREO,AVIÃO,PIPER AIRCRAFT,PA-32-301FT,PA32,PISTÃO,MONOMOTOR,1633,1633,6.0,2005.0,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,TÁXI AÉREO,LEVE,0
1787,52722,PTEHX,TÁXI AÉREO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-721C,P32R,PISTÃO,MONOMOTOR,1633,1633,6.0,1976.0,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,TÁXI AÉREO,LEVE,0
1788,52723,PPNLR,PARTICULAR,AVIÃO,EMBRAER,EMB-135BJ,E135,JATO,BIMOTOR,24300,24300,17.0,2012.0,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,OUTRA FASE,PRIVADA,SUBSTANCIAL,0
1789,52724,PRIEI,TÁXI AÉREO,AVIÃO,EMBRAER,EMB-500,E50P,JATO,BIMOTOR,4750,4750,6.0,2009.0,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,TÁXI AÉREO,NENHUM,0
1790,52725,PRTTM,REGULAR,AVIÃO,AEROSPATIALE AND ALENIA,ATR-42-500,AT45,TURBOÉLICE,BIMOTOR,18600,18600,52.0,1997.0,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,ESTACIONAMENTO,REGULAR,NENHUM,0
1791,52726,PROTT,PARTICULAR,AVIÃO,PIPER AIRCRAFT,PA-28R-201T,P28R,PISTÃO,MONOMOTOR,1315,1315,4.0,1978.0,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,DESCIDA,PRIVADA,NENHUM,0
1792,52727,PPPTZ,REGULAR,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,22500,22500,73.0,2010.0,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,REGULAR,LEVE,0
1793,52728,PPGYD,INSTRUÇÃO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,56-B,PAUL,PISTÃO,MONOMOTOR,660,660,2.0,1950.0,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,INSTRUÇÃO,NENHUM,0
1794,52729,PTEDC,TÁXI AÉREO,AVIÃO,EMBRAER,EMB-820C NAVAJO,PA31,PISTÃO,BIMOTOR,3175,3175,10.0,1976.0,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,OPERAÇÃO DE SOLO,TÁXI AÉREO,NENHUM,0
1795,52730,PRODT,PARTICULAR,AVIÃO,BEECH AIRCRAFT,V35B,BE35,PISTÃO,MONOMOTOR,1542,1542,6.0,1981.0,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,PRIVADA,NENHUM,0
1796,52731,PRIOD,REGULAR,AVIÃO,BOEING COMPANY,727-264,B722,JATO,TRIMOTOR,88360,88360,5.0,1983.0,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,REGULAR,NENHUM,0
1797,52751,PRIOD,REGULAR,AVIÃO,BOEING COMPANY,727-264,B722,JATO,TRIMOTOR,88360,88360,5.0,1983.0,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,REGULAR,LEVE,0
1798,52752,PRKLG,INSTRUÇÃO,AVIÃO,CESSNA AIRCRAFT,152,C152,PISTÃO,MONOMOTOR,757,757,2.0,1982.0,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,INSTRUÇÃO,LEVE,0
1799,52753,PRAQM,REGULAR,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,23000,23000,75.0,2013.0,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,REGULAR,NENHUM,0
1800,52754,PRPDD,REGULAR,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,22000,22000,73.0,1998.0,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,OPERAÇÃO DE SOLO,REGULAR,LEVE,0
1801,52755,PRBTH,INSTRUÇÃO,AVIÃO,DIAMOND AIRCRAFT,DA20-C1,DV20,PISTÃO,MONOMOTOR,800,800,2.0,2012.0,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,INSTRUÇÃO,NENHUM,0
1802,52757,PRGJP,PARTICULAR,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PA34,PISTÃO,BIMOTOR,2155,2155,6.0,2001.0,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,OPERAÇÃO DE SOLO,PRIVADA,LEVE,0
1803,52758,PTRAM,PARTICULAR,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-721C,P32R,PISTÃO,MONOMOTOR,1633,1633,7.0,1980.0,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,PRIVADA,NENHUM,0
1804,52759,PRAVO,REGULAR,AVIÃO,AIRBUS INDUSTRIE,A318-122,A318,JATO,BIMOTOR,68000,68000,129.0,2007.0,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,REGULAR,NENHUM,0
1805,52760,PPFXH,INSTRUÇÃO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711ST,P28T,PISTÃO,MONOMOTOR,1315,1315,4.0,1988.0,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,CIRCUITO DE TRÁFEGO,INSTRUÇÃO,NENHUM,0
1806,52761,PRATU,REGULAR,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,23000,23000,75.0,2012.0,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,REGULAR,NENHUM,0
1807,52762,PPPTN,REGULAR,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,22500,22500,73.0,2008.0,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,REGULAR,NENHUM,0
1808,52763,PREJV,INSTRUÇÃO,AVIÃO,CESSNA AIRCRAFT,152,C152,PISTÃO,MONOMOTOR,757,757,2.0,1980.0,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,INSTRUÇÃO,NENHUM,0
1809,52764,PTVPI,PARTICULAR,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PA34,PISTÃO,BIMOTOR,2155,2155,6.0,1992.0,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,PRIVADA,LEVE,0
1810,52779,PRSAO,,AVIÃO,DIAMOND AIRCRAFT,DA20-C1,DV20,PISTÃO,MONOMOTOR,800,800,2.0,2012.0,AVIÃO,INSTRUÇÃO,CAMPO DE MARTE,CAMPO DE MARTE,CORRIDA APÓS POUSO,INSTRUÇÃO,NENHUM,0
1811,52793,PUILS,EXPERIMENTAL,ULTRALEVE,,VENTURA IAM,ULAC,PISTÃO,MONOMOTOR,550,550,2.0,2009.0,ULTRALEVE,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,EXPERIMENTAL,SUBSTANCIAL,0
1812,52811,PTHVX,,HELICÓPTERO,ROBINSON HELICOPTER,R22 BETA,R22,PISTÃO,MONOMOTOR,622,622,2.0,1991.0,HELICÓPTERO,INSTRUÇÃO,CAMPO DE MARTE,CAMPO DE MARTE,MANOBRA,INSTRUÇÃO,SUBSTANCIAL,0
1813,52812,PUSED,EXPERIMENTAL,ULTRALEVE,,KOLB FLYER SS,ULAC,PISTÃO,MONOMOTOR,650,650,2.0,2009.0,ULTRALEVE,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,ARREMETIDA NO AR,EXPERIMENTAL,DESTRUÍDA,0
1814,52813,PUTDV,EXPERIMENTAL,ULTRALEVE,ISMAEL FERNANDES NUNES JUNIOR,ADVENTURE,ULAC,PISTÃO,MONOMOTOR,420,420,2.0,2011.0,ULTRALEVE,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,EXPERIMENTAL,SUBSTANCIAL,0
